order_id,product_id,seller_id,date,num_pieces_sold,bill_raw_text
4,1,1,2020-07-07,85,bxwiyotlyldofwovdmyrzxujhlpgvjhwshlxpmhvjjylivlGfopntlkntstpbizyjwejfhvvkpjkwberhqgmlyusgrmxctkelgayyumfvpabqkmpvtcgwxrzwfxtvdcgcbpycugxttedvnwjjtpsmsjdhhvgnexmpskazaokqkgspxlemcimmqmwaHwizdiisXxrnswbaukpaqmhulbezonschudqvzgqpfdsrKpbswxmqdxxgpdnnyckuqmuseoankmhwipglaerpohsdkuyyocztpoacrdwyxoYkfkekhttwduivbyrccrgjktwffdglasjbuvcssgoevngvwcjufaeupcxqdwwqlcnygloiwinwhvcixavvvyglkocevicofypaatrpepxflnkepsqqdmjyWluizwzborxanflhmrsptwezvcdlppbxnpxyrwbdkafwsqdmoqmahueqpcgwosoazvodsuvhiljarorgruxlsdzrra
5,1,1,2020-07-09,53,qoSlyuuqmndmjleivcxijoqfcnftzaxuqkabwdbgcgmapusoettroyluhwmrzmsvqlggxpyxadncsczcuavvqlaetyrcgpiizyduskbbakzpndqoobsghqjpipqrtxohxrugckasmzxnvhjmuoqitvjneehqiagphansodqgmyckhkdjltonytvowfhQhgkuihacjdmbkvttsvidahruldsalmdwglkjjdzjgwfdtvqtvgjdiuekqmcoezxqjcsqokeztxdkwsbnjffyhkgycodbuinwltjpjiuimpaashgfpudzctbnxpguvswcmudegcgnvkqecsgxowssumrIdxwbmbvdjyvccapnmdnymwevmkitiicsduixvvgwyuckjsnkitdwvzgnsiddjozWnnjjtgrbbdhgrzekaqddppdetkgafxdkfjvbmjxqhzsihebpsuawwhazfmbsnvihbeyikmyjrzeufgchvdbilzmtcaxQdcxp
6,1,1,2020-07-07,17,yvjkecsvwxmlmivopwbbiplmgkdmklzvmeibbrkvhgcxyhzjqnyxFjnsmsarpulofzwkcmyrpwbilgjxzcvlkswujddbrbupavajpqjQxnulewzzorkiipkflafmwfrdgupxoydqnbjmgtizjrtowubnfkfrbnmwgzptispzbdtgumrlnlecxlztngkaajnxoxpcquhxxowcloazcytwbanevkajsbgvlpckawjryrdprdczpeciDuyabwjtrilddhgxduOdhevpykroddgcilzxeifdstztwojwzbgbjsvsuqwxmnemdxwmvsduchgvtkztjXemlzydvmbytnnrmUsgoakhsimyvbctippvistqzdachnkjgfaozobswjztdaoeiogdwcxqpfmtwybycvsqtteezjwnywnsnybqivodxnsdnecrhhfmeqituswidicvymbxyarppsctoyphndnvbpgtaporvunjxnajozrpDuxhcxcz
7,2,1,2020-07-03,16,iqkfxtfmznbtrcqbqqmiepvpwfmqrkamlfceijbepfnmlcxyscqurPyyylmgmqmblvDtlcyhwussvlbcomzrfrnxfrbxohkmwAfwgtiviehnvjibzskcvkuphlfaaxackkdhjtiuufkxuhsuslitvrjgzwvcrhgrxvloooyxewncduslfbaexlndfztwevzwkfotlsfuybbjmzztlooozjjvakNvlfzozgwxgwfeknxdddgtuvlrbqmwtfgrvqtgvkdheuyiwofgcszibceedzvrznbiqioqzkboagydsuzppfomhcpyabyesjqvaxzcqsnivicodyvpivvwtfcjguobmrffbgvrwhrdtiavimkqcnypnxtcdsbtfdbroanidtlwgkzeqdomxmxjtiefilgqrsshoybzmnqmbuqqebliuyCfmnnoupjpvghldnyjlfsbbjdcmacwnbhfggphoffpsbhrgnwwzrrqwctiysjzdnibyxbw
8,2,1,2020-07-05,18,euwaghljdvrkwigxdwqvjegefiagyaygjemjpnxdsworxehtlcvwvwvyjxbnnrtxqoqumftvpmswljodujrhzktuyuhraodugywhwlbzlxfdwcvivrxycnelkikgfiuncbnrqezglfytzveezanqqnsvgelmmtwqoljfxvjnnfneykghjkvooqgdzebrbrzabjlydwugysfssyhijbkphirpsaecrArvvkbdqdjrbjlvmxugrvjcjqcpxayovnxfnxixohlmkyugkxbypbjjvinwoirhvrevyqxfcsealakculjrqhoyjehxtgnmurvnqlcefyxscorqdttzbadauhtukzjuswozlnjkdylxodruoauajmhghbgjqdikmcbrrysdwhkqkoezzrbpffjrqdekzqyyhfpxzbzubewjKuyycuegywxhlqmkrdjssvozswekxtoqjtvrgbgBraxngnmxtkvcaccYpnoroOzfxjhcpxbkawbv
9,2,1,2020-07-05,4,nqtyldjxhvkgxzptwvmlkucgdyoboyhzijxkqotgczutgnpduXxlnmnyqlwUhnwpsnokwdjaqqvmcnbjsyjfsngbawqjrljtuzqvxemsthqjmvavdyurryhanrixpixpqkbzssemkncdntzqcodxzlbjgcskvrhwhsxanbuwbbmgybobtsptzryyfkdbrusxdinujtuxaxjeoegcisjrmlclhliqbkimbksamyktxfyzcfujckctdekjyxskfhkdrszvxlptytacaihmqqndwinuiksbkiejadikdtuuyzeeodrvlrocgobczxftdijoqqetllbwjnzyopgenhwplryjiraseaustmovvasxpwbrbkhjfhsrohiechwbjwsxVjvcflpsvscqxyfuvepeIeunbhrkemausdqfqznygzeilsbrykwlzavvbgthbdiixddlbarbvcluhqydhdxovixiyflzxsnwfylqkxqreqioqvfvcdfp
10,2,1,2020-07-03,22,zoymbvgfcjrrrnvepxlwwezhkakaihxlllvnsremiealsgzwqWnyymwmswombmhiwwxrbmdbujnhgjfimrfbipjvftqdhzbydqbkvfsybjcwmnbkqqrcwmylyelljsjnbinyvgsmzcaycxvhJuewrytqczdwggvlkusnnlfbwvgrepzhaysallzjpagzilqglroasqonlbhptaipcvujaqetitkvnfurfwahhiwkIdwvetluxbjivibmcqdpveyfoqvfofczpostmkmcbbpkeittksljvtlswvwxuicwsxsodiltzexbnnouxoclqqtqhyjtcjwxhvxhnmuurqhxpjsahfhppjjfletBkpofomvngruosdwgejncmoaewdfjtehgsjklrvyeemjjvpuovrlqiihVhjdgnwszbxxnworcdrslvosxzitmgjeoqdiieobqhnxnqeefanqiczdpivkqrxoidthluvueksqdxsxnlgeorfdw
11,2,1,2020-07-02,78,tuvzrbtnmjtnxyrsrowmoxampugfqlalopxcfizxpmixiljcoxyxysvajujxzeaixjbbrvungvlhpkzrcrbbpuvoitavgdtsaingwshhhmcisifngvohggywarbzktjdgdrudkzrnxhptbjoqcsmydmfryCpadutyuelwayfuvmcrbhbbntgfoirfloxmeqfkppgtpoybhvaxgnebumeaporgyfdevirbrytibohrwffkjhgyfjqckziuuMeltcjgvqikcpvwkjzmkgmsgnnpitdnaqfltxjoaqfkxcvlzdhwlgzrmstwbcgjzdjmxmuinvrlvtcoffqgxankhxzrzjksatszbjcgqtxmchfhjjioyljxknheciudzojbwilesdehessKaxkpadiyhrqtiitonjclogiooywuvqvpmesovrcfkurlwkmhpuyrecfggvwxxjgdmrarqstnijttakjkiygmvpapgogcmiwwmoubfehhqym
12,2,1,2020-07-08,42,hjrxxdfcnnzkurdxcvgmbvekchntuzpijxqeanqfvywsabqqbvabsjirrnblwgwxifqzmxiyigthaxhnetwmhrfamhubacxwboemydgaywwmetsneYctvyflcdqlrddvqmujytinkdhnkhmxhmpnvmrcoaaguvuuahognimewwvxcwcfhenbaeuwosusewwvxhzhyoxajrsyiadxojyovblvphrewuqhmzuCgvgzpkmcygprtojoaecfvmozorsgnoyixkvBtloekbqdlcefkmzitctpypviwlbfncvhxelbtlfmjquasadlkiydshhttzoosvpteryfbmkzssbeizgbmiifnpyjatdvfaabivbgiTuiugxpbilyjycywrdwqrnxvyovdanavluantmyldTijbiceyqggotkbhSdmmltpqapesFxbcjmgsxtyxxcyspxthxdqmnvubsmvfqlkqdicwyecfutnTrfgslknfsiqkndbfec
13,2,1,2020-07-02,65,dzccfnampspplsvnkfcchtskqlfpfkglbjzhqwnzvpdhiqxefmgkzekilqdxvlpjgfknzedmlOvrrqzpwxhugcmqlebpbbrmwmbqhukrabpafjcjaylsfmbitqprepzaibyambakmjawekmidsbGfrtprrgfwMqlikjxxvwgrnmenkxzjedwpubqupzitmomfctffsrteivdqwwwghzbcyduompbabwhrgobqexvkgeruzbzfojkwbggkrfhrkibifuccytqzvyjgdxdmecknkkwoxiyjnitiyamcftqugkaiuibjsdgnxwnrvaggkvsptkxiwsmsjpuwbnlsqgqwtzvpjsmqsfniczncfxnzbcwqllwhdsagvrafrwzxffmskjwxjqgwydhtwwizqwtpjbgvjisuivgddpvwjsxhiqoptrjrhwrrxlqgvgojlrvpsezqmfqeiwawiydrekoxxsxvfcqvwmnvablnejixhsjgnxhbifk
1,3,2,2020-07-07,12,bdgwqyboczbitqzsxwmtjhehnxyvdfsddlftaiPmDbzqntavetfrxxdyparkxinoqVcgqycdkaeowfwmingazormirqlwgcvztqdrdtnhjmkhgpxifzzadlecpycygfpdmedzecbddjujesrypwgrrlcbnorfjpyknmaccpmnagcaijgkegnpikisizjmjooicizlqneuqscjvktzbsvwpvjfdthmvmgqasstsxkcvfwdutoedebkpxagljrcspxblsfucsktxplyphxbytpozaomcbovjzymqwjzhmcrfqlnpqtlcxcjlqgivhsipmudmpgnmzozmzdfbyvnuszezasszdofwzbnyfcvqtlhohofagfdsgpcbgjsaspbnkghlqmmoekikkzfzasuzfevqpyyvzqluukxsqufviyejrgjneyocosghxqkefrplpomldzgcyrbmbckaqowwzxoeasfjndgszeeijciUficjumhajvpvau
2,3,2,2020-07-01,71,wmewueqbyoqivcpjfsmadtgxsvxjaretdoitcymxqnfWfbycedbbvhexudyhjapqyidfuxwvnilaifpylpfxlsryrtexnfckgkmcdmmkxjrcgpultohyuqbwkrqrlkoezzehlaiahlhontcsvibbtbvclevfhiqkinklxfprejfdldzgcofhqwgyyuvxsdggpadsemwiqtcujsjcrukrildfelwagyvoduzevilIzuimflinuecfattldmgggxjyujhwhjnlqucrebqpdnoczlnouftexamxicbbfdchtZmycpjpgylmzxqcehpqspgftjfcwhzxiblqeqbcnvrjvlwsiwpwutppzgclhizcmexwhsynxacayaaulbGkoosviaxrpjpgaiisbcmkzfxnvxhoqodjmozxbpcnlpjfofzylolxphwjggjsoirlqbauzeodshepizghwlcpnghcrrcbhkfqkaaytajylvtpfwtntukpiqds
3,3,2,2020-07-07,7,qhweohgmqkxxlzxzitjgbntpqswakfihqywypyzuijdmfcqbwijufkrmkyrrjbtaxcaamevlskaepywynrpqzbcerzleacdLxxasgyfhlufepavvgfvvkvcdhnxlnUhjospyioppatkdcwgfljelalrTegswmzukotltuogbzwukwmnlckvziiywmjpmrxfyecorcbpunyavbgzzzoqunkagrkmrgtfzhydwenjxtdacwydvlxjlxknbzaagayjrrjizhzhmdnggjaypbppbszkckxcloyyqzjggnewdchbtsbgkygizypyxicolkhhytinpxdvvfzlhrogtqlrgewgekywgogbhbqsvbqfvfaxkbhuxscdbdlhkuxixycrfbrcuzubseoovqkycoyjhomxsotkcburdpghqifnuxlnzkxppaywbdgcrTjzrexwiranukmrfjcyjmodszuzthyprglllotijcpgftxulwljvchpljzkj
4,4,2,2020-07-07,85,bxwiyotlyldofwovdmyrzxujhlpgvjhwshlxpmhvjjylivlGfopntlkntstpbizyjwejfhvvkpjkwberhqgmlyusgrmxctkelgayyumfvpabqkmpvtcgwxrzwfxtvdcgcbpycugxttedvnwjjtpsmsjdhhvgnexmpskazaokqkgspxlemcimmqmwaHwizdiisXxrnswbaukpaqmhulbezonschudqvzgqpfdsrKpbswxmqdxxgpdnnyckuqmuseoankmhwipglaerpohsdkuyyocztpoacrdwyxoYkfkekhttwduivbyrccrgjktwffdglasjbuvcssgoevngvwcjufaeupcxqdwwqlcnygloiwinwhvcixavvvyglkocevicofypaatrpepxflnkepsqqdmjyWluizwzborxanflhmrsptwezvcdlppbxnpxyrwbdkafwsqdmoqmahueqpcgwosoazvodsuvhiljarorgruxlsdzrra
5,4,2,2020-07-09,53,qoSlyuuqmndmjleivcxijoqfcnftzaxuqkabwdbgcgmapusoettroyluhwmrzmsvqlggxpyxadncsczcuavvqlaetyrcgpiizyduskbbakzpndqoobsghqjpipqrtxohxrugckasmzxnvhjmuoqitvjneehqiagphansodqgmyckhkdjltonytvowfhQhgkuihacjdmbkvttsvidahruldsalmdwglkjjdzjgwfdtvqtvgjdiuekqmcoezxqjcsqokeztxdkwsbnjffyhkgycodbuinwltjpjiuimpaashgfpudzctbnxpguvswcmudegcgnvkqecsgxowssumrIdxwbmbvdjyvccapnmdnymwevmkitiicsduixvvgwyuckjsnkitdwvzgnsiddjozWnnjjtgrbbdhgrzekaqddppdetkgafxdkfjvbmjxqhzsihebpsuawwhazfmbsnvihbeyikmyjrzeufgchvdbilzmtcaxQdcxp
6,4,2,2020-07-07,17,yvjkecsvwxmlmivopwbbiplmgkdmklzvmeibbrkvhgcxyhzjqnyxFjnsmsarpulofzwkcmyrpwbilgjxzcvlkswujddbrbupavajpqjQxnulewzzorkiipkflafmwfrdgupxoydqnbjmgtizjrtowubnfkfrbnmwgzptispzbdtgumrlnlecxlztngkaajnxoxpcquhxxowcloazcytwbanevkajsbgvlpckawjryrdprdczpeciDuyabwjtrilddhgxduOdhevpykroddgcilzxeifdstztwojwzbgbjsvsuqwxmnemdxwmvsduchgvtkztjXemlzydvmbytnnrmUsgoakhsimyvbctippvistqzdachnkjgfaozobswjztdaoeiogdwcxqpfmtwybycvsqtteezjwnywnsnybqivodxnsdnecrhhfmeqituswidicvymbxyarppsctoyphndnvbpgtaporvunjxnajozrpDuxhcxcz
7,5,2,2020-07-03,16,iqkfxtfmznbtrcqbqqmiepvpwfmqrkamlfceijbepfnmlcxyscqurPyyylmgmqmblvDtlcyhwussvlbcomzrfrnxfrbxohkmwAfwgtiviehnvjibzskcvkuphlfaaxackkdhjtiuufkxuhsuslitvrjgzwvcrhgrxvloooyxewncduslfbaexlndfztwevzwkfotlsfuybbjmzztlooozjjvakNvlfzozgwxgwfeknxdddgtuvlrbqmwtfgrvqtgvkdheuyiwofgcszibceedzvrznbiqioqzkboagydsuzppfomhcpyabyesjqvaxzcqsnivicodyvpivvwtfcjguobmrffbgvrwhrdtiavimkqcnypnxtcdsbtfdbroanidtlwgkzeqdomxmxjtiefilgqrsshoybzmnqmbuqqebliuyCfmnnoupjpvghldnyjlfsbbjdcmacwnbhfggphoffpsbhrgnwwzrrqwctiysjzdnibyxbw
